name;WoSline;author;title;journal;year
MONTRUCC_B(2016)25:2635;98328;Montrucchio, B; Toner Savings Based on Quasi-Random Sequences and a Perceptual Study for Green Printing;IEEE T IMAGE PROCESS;2016
ELIJORDE_F(2016)10:1362;98404;Elijorde, F; Goal-driven Optimization Strategy for Energy and Performance-Aware Data Centers for Cloud-Based Wind Farm CMS;KSII T INTERNET INF;2016
AARTHI_D(2016):;98479;Aarthi, D; Enabling Efficient and Protected Sharing of Data in Cloud Computing;*****;2016
ABOU-OF_M(2016):322;98534;Abou-Of, MA; Trade-off between Low Power and Energy Efficiency in Benchmarking;INT CONF INFORM COMM;2016
ALJABERI_M(2016):;98601;Aljaberi, MA; green_computing implementation factors: UAE case study;INT C ELECT DEVICE S;2016
ARIANYAN_E(2016):654;98661;Arianyan, E; Multi Objective Consolidation of Virtual Machines for green_computing in Cloud Data Centers;*****;2016
AZMY_N(2016):3;98833;Azmy, NM; Automatic Cloud's Cluster Sizing Controlling Cloud Service Level Agreement Violation;*****;2016
BALA_M(2016)439:161;98901;Bala, M; Virtual Machine Migration: A green_computing Approach in Cloud Data Centers;ADV INTELL SYST;2016
BANERJEA_S(2016):1146;98966;Banerjea, S; Towards Peer-to-Peer solution for utilization of volunteer resources to provide Computation-as-a-Service;INT CON ADV INFO NET;2016
BARBOSA_D(2016)9910:2234496;99032;Barbosa, D; Power Monitoring and Control for Large Scale projects: SKA, a case study;PROC SPIE;2016
BENATIA_A(2016):;99124;Benatia, A; Energy Evaluation of Sparse Matrix-Vector Multiplication on GPU;*****;2016
BHARDWAJ_A(2016):;99187;Bhardwaj, A; A Portable Platform to Estimate Power Consumption of Software Modules;*****;2016
BISOYI_B(2016)380:515;99231;Bisoyi, B; Necessitate Green Environment for Sustainable Computing;ADV INTELL SYST;2016
BOUCHARE_N(2016)465:147;99296;Bouchareb, N; Intelligent Mechanism for Cloud Federation and Requirements Changes Management;ADV INTELL SYST;2016
CALIN_L(2016):247;99365;Calin, LA; GEOGRAPHIC information_system FOR SUSTAINABLE DEVELOPMENT IN RURAL AREAS;INT MULTI SCI GEOCO;2016
CHEN_D(2016):71;99423;Chen, DR; An Energy-efficient Uniform-multiprocessor Scheduling for Real-time Embedded Systems;*****;2016
CUENCA_J(2016):996;99487;Cuenca, J; A Parallel Programming Course Based on an Execution Time-Energy Consumption Optimization Problem;IEEE SYM PARA DISTR;2016
DEBNATH_B(2016)35:669;99557;Debnath, B; E-Waste Management - A Potential Route to green_computing;PROCEDIA ENVIRON SCI;2016
DIVYA_N(2016):2793;99624;Divya, N; An efficient VM Consolidation using Penguin Search Optimization Algorithm (PeSOA) for making Cloud Greener;*****;2016
ENACHE_F(2016):212;99678;Enache, FC; APPLICATIONS OF THE LITTLE'S LAW IN COMPUTER PERFORMANCE MODELLING - OVERCOMING EUROPEAN BANKING REGULATIONS-;INT CONF INFORM ECON;2016
ENOKIDO_T(2016):15;99750;Enokido, T; The Extended Power Consumption Model to Perform Computation Type Application Processes on Virtual Machines;*****;2016
FILIPOSK_S(2016)13:151;99811;Filiposka, S; Current Prospects Towards Energy-Efficient Top HPC Systems;COMPUT SCI INF SYST;2016
GOKSEN_Y(2016)16:673;99937;Goksen, Y; green_computing: A Case Study In A State Organization And Policy Recommendations;EGE ACAD REV;2016
HASHEM_H(2016):194;100007;Hashem, H; Data Modeling and Case-based Reasoning for Social Monitoring;*****;2016
HASHEM_H(2016):159;100071;Hashem, H; Extending Standard MapReduce Algorithms;*****;2016
HU_P(2016)33:1149;100126;Hu, PJH; Examining Firms' Green information_technology Practices: A Hierarchical View of Key Drivers and Their Effects;J MANAGE INFORM SYST;2016
IBRAHIM_A(2016):;100271;Ibrahim, AAZA; Virtual Desktop Infrastructures: architecture, survey and green aspects proof of concept;*****;2016
JAYAPRAK_P(2016):32;100338;Jayaprakash, P; green_IT Self-efficacy: A Point to Ponder?;INT SYMP TECHNOL SOC;2016
JIANG_H(2016):936;100417;Jiang, HW; Study on Evaluation Method of Energy Consumption in Computer system;*****;2016
KUMAR_L(2016):1974;100479;Kumar, L; LVDCI I/O Standard Based Green Parallel Integrator Design in Green Communications on FPGA;*****;2016
LAWSON_T(2016):;100547;Lawson, TY; Economic Framework for Resource Management in Data Centers;*****;2016
LI_J(2016)117:979;100613;Li, J; A mechanism of resource co-reservation in cloud computing system based on virtual resource;AER ADV ENG RES;2016
MOGALE_T(2016):1410;100660;Mogale, T; Asynchronous Multicore Processors, green_computing, Efficiency, Parallel Architectures, And Eco-friendly;*****;2016
MOROZOV_E(2016)363:57;100724;Morozov, E; A State-Dependent Control for green_computing;LECT NOTES ELECTR EN;2016
MUTHAIYA_S(2016):2747;100788;Muthaiyah, S; Status Quo of Data Centers: Is green_computing a Myth or Fact?;*****;2016
PAWAR_P(2016):;100847;Pawar, PR; A Basic Model for Profiling Power Consumption in HPC Sub-systems;*****;2016
POLLARD_C(2016)18:50;100911;Pollard, C; FEATURE: green_computing IT Energy Conservation at Work People Don't Always Act the Way They Feel;IT PROF;2016
RADU_L(2016):499;100966;Radu, LD; THE ENVIRONMENTAL PROTECTION THROUGH GREEN information_technology IN ORGANIZATION: A THEORETICAL PERSPECTIVE;INT CONF INFORM ECON;2016
RAWAT_P(2016):1;101040;Rawat, PS; Power Consumption Analysis across Heterogeneous Data Center Using Cloudsim;*****;2016
SAHANE_S(2016):289;101102;Sahane, S; Energy Efficient Policies for Upstream Content Server Selection;I S MOD ANAL SIM COM;2016
SEMAKULA_I(2016):199;101170;Semakula, I; green_computing Knowledge among Students in a Ugandan University;INT CONF INFORM COMM;2016
SHALLY_(2016):636;101243;Shally; Energy Efficient Resource Management in Cloud Environment: Progress and Challenges;*****;2016
SINGH_K(2016):685;101313;Singh, KK; Score Based Financial Forecasting Method by Incorporating Different Sources of Information flow into Integrative River Model;*****;2016
SKARLAT_O(2016)256:489;101376;Skarlat, O; On Energy Efficiency of BPM Enactment in the Cloud;LECT NOTES BUS INF P;2016
STEWART_M(2016):1237;101457;Stewart, MJ; Design and Specification of Building Integrated DC Electricity Networks;*****;2016
TALPEANU_A(2016):81;101518;Talpeanu, AN; ASPECTS REGARDING THE INTERLINKAGE BETWEEN ENVIRONMENT AND PRUDENTIAL RULES OF THE BANKING AND IT SYSTEMS;INT MULTIDDISCIP SCI;2016
WANG_F(2016):;101582;Wang, F; Invited Keynotes Cyber Science: Fact or Fiction?;*****;2016
WANG_M(2016):259;101619;Wang, M; Energy-efficiency Evaluation Method on Instruction Level on VLIW Reconfigurable Cipher Processor;*****;2016
WANG_Z(2016)35:941;101668;Wang, ZY; ENERGY WALL FOR EXASCALE SUPERCOMPUTING;COMPUT INFORM;2016
WESTFIEL_B(2016):213;101761;Westfield, B; Orka: A New Technique to Profile the Energy Usage of Android Applications;*****;2016
ELIJORDE_F(2015)9:4759;101827;Elijorde, F; CloudSwitch: A State-aware Monitoring Strategy Towards Energy-efficient and Performance-aware Cloud Data Centers;KSII T INTERNET INF;2015
LENT_R(2015)13:527;101902;Lent, R; Grid Scheduling with Makespan and Energy-Based Goals;J GRID COMPUT;2015
HARON_H(2015)21:3283;101991;Haron, H; Software Reusability in green_computing;ADV SCI LETT;2015
MARTINEZ_A(2015):8;102072;Martinez, AN; IMPLICATIONS OF THE COMPUTER TECHNOLOGIES IN THE ENVIRONMENT AND NEW TRENDS IN THE DEVELOPMENT OF green_computing AS A CONTRIBUTION TO THE SUSTAINABLE DEVELOPMENT;Actual Jurid Ambient;2015
MALAKUTI_S(2015)7:1;102151;Malakuti, S; Introduction to special issue on Software Engineering Aspects of Green Computing (SEAGC);SUSTAIN COMPUT-INFOR;2015
GHOSE_T(2015)45:155;102197;Ghose, T; Thin is green: Leveraging the thin-client paradigm for sustainable mobile computing;COMPUT ELECTR ENG;2015
KESSWANI_N(2015)17:14;102266;Kesswani, N; Schematic Classification Model of green_computing Approaches;J CASES INF TECHNOL;2015
AL-MADHA_T(2015)21:1729;102320;Al-Madhagy, THG; Exploring the Underlying Factors of Individual's Perception and Behavior Towards green_IT in Malaysia;ADV SCI LETT;2015
GUPTA_S(2015)6:1;102401;Gupta, SKS; Introduction to special issue on Selected Papers from 2013 International green_computing Conference;SUSTAIN COMPUT-INFOR;2015
BOJANOVA_I(2015)17:14;102443;Bojanova, I; The Internet of Anything and Sustainability;IT PROF;2015
WEN_C(2015)28:60;102494;Wen, CJ; Dynamic power saving via least-square self-tuning regulator in the virtualized computing systems;J SYST SCI COMPLEX;2015
JEMI_D(2015)15:82;102568;Jemi, DG; Dynamic Resource Allocation Using Skewness Algorithm in Cloud Computing;INT J COMPUT SCI NET;2015
ARUNA_P(2015):390;102620;Aruna, P; A PARTICLE SWARM OPTIMIZATION ALGORITHM FOR POWER-AWARE VIRTUAL MACHINE ALLOCATION;*****;2015
BAIDYA_R(2015):;102686;Baidya, R; Analysis of parameters for green_computing approach using the analytical hierarchy process;*****;2015
BALA_M(2015):956;102751;Bala, M; Performance Evaluation of Cloud Datacenters Using Various Green Computing Tactics;*****;2015
CHEN_F(2015):63;102818;Chen, FF; Automating Performance and Energy Consumption Analysis for Cloud;IEEE WORLD CONGR SER;2015
CHIEN_A(2015):1998;102893;Chien, AA; Zero-Carbon Cloud: A Volatile Resource for High-Performance Computing;*****;2015
CINQUE_M(2015):287;102964;Cinque, M; Impact of Malfunction on the Energy Efficiency of Batch Processing Systems;*****;2015
DESPREZ_F(2015):476;103054;Desprez, F; Energy-Aware Massively Distributed Cloud Facilities: the DISCOVERY Initiative;*****;2015
FERNANDA_Y(2015):1311;103116;Fernandas, YE; Energy Efficient Mechanism for green_computing in Wireless Storage Area Networks;*****;2015
GIACOBBE_M(2015):;103177;Giacobbe, M; An Approach to Reduce Carbon Dioxide Emissions Through Virtual Machine Migrations in a Sustainable Cloud Federation;*****;2015
GUERRIER_A(2015):4264;103235;Guerriero, A; EFFICIENT IMPLEMENTATION OF INSAR TIME-CONSUMING ALGORITHM KERNELS ON GPU ENVIRONMENT;INT GEOSCI REMOTE SE;2015
IBRAHIM_N(2015):575;103299;Ibrahim, N; Ranking Energy-aware Services;*****;2015
IVANOVSK_B(2015):245;103371;Ivanovska, B; Using the P-TOSCA Model for Energy Efficient Cloud;*****;2015
MAGO_B(2015):265;103446;Mago, B; Adoption of Green information_technology for Sustainable Development in Context of UAE;I C DEV ESYST ENG;2015
MIHAI_O(2015):772;103515;Mihai, O; ATTITUDES TOWARD green_computing IN TRANSITION ECONOMIES: A ROMANIAN PERSPECTIVE;*****;2015
MREEA_M(2015):2521;103631;Mreea, MA; Benefits of Cloud Computing for E-Governance;*****;2015
NATH_R(2015):;103698;Nath, RK; Fault Masking in Quantum-dot Cellular Automata using Prohibitive Logic Circuit;*****;2015
PARIS_J(2015):;103755;Paris, JF; Pirogue, a lighter dynamic version of the Raft distributed consensus algorithm;IEEE IPCCC;2015
PATEL_Y(2015):279;103821;Patel, YS; Green Cloud Computing: A Review on green_IT Areas for Cloud Computing Environment;*****;2015
PENG_M(2015):225;103900;Peng, MM; Energy Aware Scheduling Algorithm Based on Duplication for Heterogeneous Computing Systems with DVFS;*****;2015
RICO_T(2015):7;103958;Rico, TM; Energy Consumption and Scalability Evaluation for Software Transactional Memory on a Real Computing Environment;*****;2015
ROSTIROL_G(2015):;104032;Rostirolla, G; GreenHPC: A Novel Framework to Measure Energy Consumption on HPC Applications;*****;2015
SA'ED_T(2015):203;104103;Sa'ed, TAM; Toward Green And Mobile Cloud Computing;*****;2015
SAU_S(2015)305:145;104164;Sau, SS; An Efficient Algorithm for Reducing Wire Length in Three-Layer Channel Routing;ADV INTELL SYST;2015
SHARMA_C(2015):95;104232;Sharma, C; Analysis of Percentage of Wrong Classification (PWC) and Precision for Different Categories of Videos on GPU;IEEE INT ADV COMPUT;2015
VIKRAM_S(2015):767;104370;Vikram, S; green_computing;*****;2015
XUAN_H(2015):14;104411;Xuan, HJ; Cost-efficient Divisible Load Scheduling using Genetic Algorithm;*****;2015
YANG_J(2015):200;104469;Yang, J; Ameba: A High-performance and Energy-efficient Online Video Retrieval System;*****;2015
YANG_P(2015)39:1017;104527;Yang, PX; A Light Weight Energy Profiling Approach on Android Devices;ACSR ADV COMPUT;2015
ZHU_W(2015):221;104578;Zhu, WL; Flexible Desktop Application Management and its Influence on Green Computing;INT CONF PARA PROC;2015
LI_C(2014)29:618;104649;Li, C; Towards Automated Provisioning and Emergency Handling in Renewable Energy Powered Datacenters;J COMPUT SCI TECH-CH;2014
ABDULSAL_S(2014):;104834;Abdulsalam, S; Program Energy Efficiency: The Impact of Language, Compiler and Implementation Choices;*****;2014
AHAMED_A(2014):129;104887;Ahamed, AKC; Fast and green_computing with Graphics Processing Units for solving Sparse Linear Systems;*****;2014
AHMAD_T(2014):289;104976;Ahmad, TBT; The state of green_computing knowledge among students in a Malaysian public university;*****;2014
CHAISIRI_S(2014):152;105042;Chaisiri, S; Capacity Planning for Data Center to Support green_computing;INT JOINT CONF COMP;2014
D'AMBROS_S(2014):;105110;D'Ambrosio, S; Mobile phone batteries draining: is Green Web Browsing the solution?;*****;2014
DAS_S(2014):161;105204;Das, SK; Learning Based Performance and Power Efficient Cluster Resource Manager for CPU-GPU Cluster;PROC INT CONF EMERG;2014
DECARVAL_O(2014):;105276;de Carvalho, OA; GreenMACC: An Architecture to Green Metascheduling with Quality of Service in Private Clouds;PROC LAT AM COMPUT C;2014
DEEPIKA_T(2014):387;105343;Deepika, T; Active Resource Provision in Cloud Computing Through Virtualization;IEEE I C COMP INT CO;2014
DENG_J(2014)886:721;105402;Deng, JB; information_technology in the EMIS Integration with virtual Private Green Cloud;ADV MATER RES-SWITZ;2014
DISTEFAN_S(2014):1331;105462;Distefano, S; Standby System Reliability through DRBD;*****;2014
EGBUTA_I(2014):218;105536;Egbuta, IC; The Contribution of Teleworking towards a green_computing Environment;ADV ENV ENG GREEN TE;2014
FANG_J(2014):591;105674;Fang, J; Green Bandpass Sigma Delta Modulator with Capacitive Feedforward Summation and Series-Peaking LNA Chip Design for Communication System Application;*****;2014
HATWAR_P(2014):1094;105740;Hatwar, PR; Approach towards V M Management for green_computing;IEEE I C COMP INT CO;2014
JOSHI_A(2014)236:983;105809;Joshi, A;" ""Eco-Computation"": A Step Towards More Friendly green_computing";ADV INTELL SYST;2014
LI_T(2014):277;105879;Li, TT; Analyzing the Waiting Energy Consumption of NoSQL Databases;*****;2014
LI_X(2014):272;105959;Li, X; DualPower: Integrating Renewable Energy into Green Datacenters without Grid Tie Inverter;*****;2014
MADANI_N(2014):361;106018;Madani, N; Power-aware virtual machines consolidation architecture based on CPU load scheduling;I C COMP SYST APPLIC;2014
MAGOULES_F(2014):304;106089;Magoules, F; Power Consumption Analysis of Parallel Algorithms on GPUs;*****;2014
MCCANN_K(2014)9152:2055009;106184;McCann, KL; Back to the future: virtualization of the computing environment at the W. M. Keck Observatory;PROC SPIE;2014
MEDHAT_R(2014):75;106243;Medhat, R; Power-efficient Multiple Producer-Consumer;INT PARALL DISTRIB P;2014
MEHMI_S(2014):;106309;Mehmi, S; Smart Grid Cloud for Indian Power Sector;*****;2014
MEHROTRA_N(2014):386;106382;Mehrotra, N; A Proposal of GA based Speedy Selection Method: A Green Approach;*****;2014
NUNES_L(2014):;106437;Nunes, LH; Performance and Energy Evaluation of RESTful Web Services in Raspberry Pi;IEEE IPCCC;2014
REDDY_S(2014):;106515;Reddy, SP; Energy Aware Scheduling of Real-Time and Non Real-Time Tasks on Servers (Extensible to Embedded Systems);*****;2014
SARVABHA_M(2014):67;106565;Sarvabhatla, M; A Robust and Energy Efficient Dynamic ID Based Remote User Authentication Scheme for Multi-Server Environment;*****;2014
SEDLACKO_M(2014):95;106736;Sedlacko, M; A Systems Thinking View on Cloud Computing and Energy Consumption;*****;2014
SHI_X(2014):;106822;Shi, XY; Power-efficient Resource Management for Co-located Virtualized Web Servers: A Stochastic Control Approach;*****;2014
SHIVAKUM_N(2014):;106899;Shivakumar, NS; Design of Vital Sign Monitor based on Wireless Sensor Networks and Telemedicine Technology;*****;2014
SINGH_K(2014):;106958;Singh, KK; Green Data Base Management System for the Intermediaries of Indian Stock Market;*****;2014
SINGH_S(2014):940;107018;Singh, S; Thermal Aware Low Power Universal Asynchronous Receiver Transmitter Design on FPGA;*****;2014
SREENIVA_V(2014):;107079;Sreenivas, V; LOAD BALANCING TECHNIQUES: MAJOR CHALLENGE IN CLOUD COMPUTING - A SYSTEMATIC REVIEW;*****;2014
SRIVASTA_P(2014):171;107149;Srivastava, P; A Novel Architecture for Identity Management System Using Virtual Appliance Technology;INT CONF CONTEMP;2014
STOLF_P(2014):113;107225;Stolf, P; Track report of CAGing track of WETICE-2014;*****;2014
TAMBE_A(2014):;107283;Tambe, A; Virtual Batching Approach for green_computing;*****;2014
THOMSON_S(2014):234;107348;Thomson, S; Drivers of Green information_technology in Higher Education in South Africa;PROC EUR CONF INFO;2014
USMIN_S(2014):;107428;Usmin, S; Dynamic Placement of Virtualized Resources for Data Centers in Cloud;*****;2014
VANBUSSE_G(2014):271;107482;van Bussel, GJ; Building a Green Archiving Model: Archival Retention Levels, Information Value Chain and green_computing;PROC EUR CONF INFO;2014
VIJAY_M(2014):;107579;Vijay, MP; Energy Efficient Computing in Wireless Sensor Network: Application of green_computing Approach;*****;2014
XU_C(2014)109:229;107649;Xu, C; Adaptive Weight-Based Energy-Efficient Scheduling Algorithm for heterogeneous computing systems;ADV INTEL SYS RES;2014
